filename,paper,page,condition
BCSE202L-FAT-A2-2023-2024/page_01_normal.jpg,BCSE202L-FAT-A2-2023-2024,01,normal
BCSE202L-FAT-A2-2023-2024/page_01_perspective.jpg,BCSE202L-FAT-A2-2023-2024,01,perspective
BCSE202L-FAT-A2-2023-2024/page_01_sensor_noise.jpg,BCSE202L-FAT-A2-2023-2024,01,sensor_noise
BCSE202L-FAT-A2-2023-2024/page_01_shadow.jpg,BCSE202L-FAT-A2-2023-2024,01,shadow
BCSE202L-FAT-A2-2023-2024/page_01_uneven_lighting.jpg,BCSE202L-FAT-A2-2023-2024,01,uneven_lighting
BCSE202L-FAT-A2-2023-2024/page_02_blur.jpg,BCSE202L-FAT-A2-2023-2024,02,blur
BCSE202L-FAT-A2-2023-2024/page_02_bright_light.jpg,BCSE202L-FAT-A2-2023-2024,02,bright_light
BCSE202L-FAT-A2-2023-2024/page_02_combined.jpg,BCSE202L-FAT-A2-2023-2024,02,combined
BCSE202L-FAT-A2-2023-2024/page_02_jpeg_compression.jpg,BCSE202L-FAT-A2-2023-2024,02,jpeg_compression
BCSE202L-FAT-A2-2023-2024/page_02_low_light.jpg,BCSE202L-FAT-A2-2023-2024,02,low_light
BCSE202L-FAT-A2-2023-2024/page_02_normal.jpg,BCSE202L-FAT-A2-2023-2024,02,normal
BCSE202L-FAT-A2-2023-2024/page_02_perspective.jpg,BCSE202L-FAT-A2-2023-2024,02,perspective
BCSE202L-FAT-A2-2023-2024/page_02_sensor_noise.jpg,BCSE202L-FAT-A2-2023-2024,02,sensor_noise
BCSE202L-FAT-A2-2023-2024/page_02_shadow.jpg,BCSE202L-FAT-A2-2023-2024,02,shadow
BCSE202L-FAT-A2-2023-2024/page_02_uneven_lighting.jpg,BCSE202L-FAT-A2-2023-2024,02,uneven_lighting
BCSE202L-FAT-A2-2023-2024/page_03_blur.jpg,BCSE202L-FAT-A2-2023-2024,03,blur
BCSE202L-FAT-A2-2023-2024/page_03_bright_light.jpg,BCSE202L-FAT-A2-2023-2024,03,bright_light
BCSE202L-FAT-A2-2023-2024/page_03_combined.jpg,BCSE202L-FAT-A2-2023-2024,03,combined
BCSE202L-FAT-A2-2023-2024/page_03_jpeg_compression.jpg,BCSE202L-FAT-A2-2023-2024,03,jpeg_compression
BCSE202L-FAT-A2-2023-2024/page_03_low_light.jpg,BCSE202L-FAT-A2-2023-2024,03,low_light
BCSE202L-FAT-A2-2023-2024/page_03_normal.jpg,BCSE202L-FAT-A2-2023-2024,03,normal
BCSE202L-FAT-A2-2023-2024/page_03_perspective.jpg,BCSE202L-FAT-A2-2023-2024,03,perspective
BCSE202L-FAT-A2-2023-2024/page_03_sensor_noise.jpg,BCSE202L-FAT-A2-2023-2024,03,sensor_noise
BCSE202L-FAT-A2-2023-2024/page_03_shadow.jpg,BCSE202L-FAT-A2-2023-2024,03,shadow
BCSE202L-FAT-A2-2023-2024/page_03_uneven_lighting.jpg,BCSE202L-FAT-A2-2023-2024,03,uneven_lighting
BCSE202L-FAT-C2-2023-2024/page_01_blur.jpg,BCSE202L-FAT-C2-2023-2024,01,blur
BCSE202L-FAT-C2-2023-2024/page_01_bright_light.jpg,BCSE202L-FAT-C2-2023-2024,01,bright_light
BCSE202L-FAT-C2-2023-2024/page_01_combined.jpg,BCSE202L-FAT-C2-2023-2024,01,combined
BCSE202L-FAT-C2-2023-2024/page_01_jpeg_compression.jpg,BCSE202L-FAT-C2-2023-2024,01,jpeg_compression
BCSE202L-FAT-C2-2023-2024/page_01_low_light.jpg,BCSE202L-FAT-C2-2023-2024,01,low_light
BCSE202L-FAT-C2-2023-2024/page_01_normal.jpg,BCSE202L-FAT-C2-2023-2024,01,normal
BCSE202L-FAT-C2-2023-2024/page_01_perspective.jpg,BCSE202L-FAT-C2-2023-2024,01,perspective
BCSE202L-FAT-C2-2023-2024/page_01_sensor_noise.jpg,BCSE202L-FAT-C2-2023-2024,01,sensor_noise
BCSE202L-FAT-C2-2023-2024/page_01_shadow.jpg,BCSE202L-FAT-C2-2023-2024,01,shadow
BCSE202L-FAT-C2-2023-2024/page_01_uneven_lighting.jpg,BCSE202L-FAT-C2-2023-2024,01,uneven_lighting
BCSE202L-FAT-C2-2023-2024/page_02_blur.jpg,BCSE202L-FAT-C2-2023-2024,02,blur
BCSE202L-FAT-C2-2023-2024/page_02_bright_light.jpg,BCSE202L-FAT-C2-2023-2024,02,bright_light
BCSE202L-FAT-C2-2023-2024/page_02_combined.jpg,BCSE202L-FAT-C2-2023-2024,02,combined
BCSE202L-FAT-C2-2023-2024/page_02_jpeg_compression.jpg,BCSE202L-FAT-C2-2023-2024,02,jpeg_compression
BCSE202L-FAT-C2-2023-2024/page_02_low_light.jpg,BCSE202L-FAT-C2-2023-2024,02,low_light
BCSE202L-FAT-C2-2023-2024/page_02_normal.jpg,BCSE202L-FAT-C2-2023-2024,02,normal
BCSE202L-FAT-C2-2023-2024/page_02_perspective.jpg,BCSE202L-FAT-C2-2023-2024,02,perspective
BCSE202L-FAT-C2-2023-2024/page_02_sensor_noise.jpg,BCSE202L-FAT-C2-2023-2024,02,sensor_noise
BCSE202L-FAT-C2-2023-2024/page_02_shadow.jpg,BCSE202L-FAT-C2-2023-2024,02,shadow
BCSE202L-FAT-C2-2023-2024/page_02_uneven_lighting.jpg,BCSE202L-FAT-C2-2023-2024,02,uneven_lighting
BCSE302L-FAT-B2-2022-2023/page_01_blur.jpg,BCSE302L-FAT-B2-2022-2023,01,blur
BCSE302L-FAT-B2-2022-2023/page_01_bright_light.jpg,BCSE302L-FAT-B2-2022-2023,01,bright_light
BCSE302L-FAT-B2-2022-2023/page_01_combined.jpg,BCSE302L-FAT-B2-2022-2023,01,combined
BCSE302L-FAT-B2-2022-2023/page_01_jpeg_compression.jpg,BCSE302L-FAT-B2-2022-2023,01,jpeg_compression
BCSE302L-FAT-B2-2022-2023/page_01_low_light.jpg,BCSE302L-FAT-B2-2022-2023,01,low_light
BCSE302L-FAT-B2-2022-2023/page_01_normal.jpg,BCSE302L-FAT-B2-2022-2023,01,normal
BCSE302L-FAT-B2-2022-2023/page_01_perspective.jpg,BCSE302L-FAT-B2-2022-2023,01,perspective
BCSE302L-FAT-B2-2022-2023/page_01_sensor_noise.jpg,BCSE302L-FAT-B2-2022-2023,01,sensor_noise
BCSE302L-FAT-B2-2022-2023/page_01_shadow.jpg,BCSE302L-FAT-B2-2022-2023,01,shadow
BCSE302L-FAT-B2-2022-2023/page_01_uneven_lighting.jpg,BCSE302L-FAT-B2-2022-2023,01,uneven_lighting
BCSE302L-FAT-B2-2022-2023/page_02_blur.jpg,BCSE302L-FAT-B2-2022-2023,02,blur
BCSE302L-FAT-B2-2022-2023/page_02_bright_light.jpg,BCSE302L-FAT-B2-2022-2023,02,bright_light
BCSE302L-FAT-B2-2022-2023/page_02_combined.jpg,BCSE302L-FAT-B2-2022-2023,02,combined
BCSE302L-FAT-B2-2022-2023/page_02_jpeg_compression.jpg,BCSE302L-FAT-B2-2022-2023,02,jpeg_compression
BCSE302L-FAT-B2-2022-2023/page_02_low_light.jpg,BCSE302L-FAT-B2-2022-2023,02,low_light
BCSE302L-FAT-B2-2022-2023/page_02_normal.jpg,BCSE302L-FAT-B2-2022-2023,02,normal
BCSE302L-FAT-B2-2022-2023/page_02_perspective.jpg,BCSE302L-FAT-B2-2022-2023,02,perspective
BCSE302L-FAT-B2-2022-2023/page_02_sensor_noise.jpg,BCSE302L-FAT-B2-2022-2023,02,sensor_noise
BCSE302L-FAT-B2-2022-2023/page_02_shadow.jpg,BCSE302L-FAT-B2-2022-2023,02,shadow
BCSE302L-FAT-B2-2022-2023/page_02_uneven_lighting.jpg,BCSE302L-FAT-B2-2022-2023,02,uneven_lighting
BCSE302L-FAT-B2-2022-2023/page_03_blur.jpg,BCSE302L-FAT-B2-2022-2023,03,blur
BCSE302L-FAT-B2-2022-2023/page_03_bright_light.jpg,BCSE302L-FAT-B2-2022-2023,03,bright_light
BCSE302L-FAT-B2-2022-2023/page_03_combined.jpg,BCSE302L-FAT-B2-2022-2023,03,combined
BCSE302L-FAT-B2-2022-2023/page_03_jpeg_compression.jpg,BCSE302L-FAT-B2-2022-2023,03,jpeg_compression
BCSE302L-FAT-B2-2022-2023/page_03_low_light.jpg,BCSE302L-FAT-B2-2022-2023,03,low_light
BCSE302L-FAT-B2-2022-2023/page_03_normal.jpg,BCSE302L-FAT-B2-2022-2023,03,normal
BCSE302L-FAT-B2-2022-2023/page_03_perspective.jpg,BCSE302L-FAT-B2-2022-2023,03,perspective
BCSE302L-FAT-B2-2022-2023/page_03_sensor_noise.jpg,BCSE302L-FAT-B2-2022-2023,03,sensor_noise
BCSE302L-FAT-B2-2022-2023/page_03_shadow.jpg,BCSE302L-FAT-B2-2022-2023,03,shadow
BCSE302L-FAT-B2-2022-2023/page_03_uneven_lighting.jpg,BCSE302L-FAT-B2-2022-2023,03,uneven_lighting
BHUM103L-FAT-A1-2023-2024/page_01_blur.jpg,BHUM103L-FAT-A1-2023-2024,01,blur
BHUM103L-FAT-A1-2023-2024/page_01_bright_light.jpg,BHUM103L-FAT-A1-2023-2024,01,bright_light
BHUM103L-FAT-A1-2023-2024/page_01_combined.jpg,BHUM103L-FAT-A1-2023-2024,01,combined
BHUM103L-FAT-A1-2023-2024/page_01_jpeg_compression.jpg,BHUM103L-FAT-A1-2023-2024,01,jpeg_compression
BHUM103L-FAT-A1-2023-2024/page_01_low_light.jpg,BHUM103L-FAT-A1-2023-2024,01,low_light
BHUM103L-FAT-A1-2023-2024/page_01_normal.jpg,BHUM103L-FAT-A1-2023-2024,01,normal
BHUM103L-FAT-A1-2023-2024/page_01_perspective.jpg,BHUM103L-FAT-A1-2023-2024,01,perspective
BHUM103L-FAT-A1-2023-2024/page_01_sensor_noise.jpg,BHUM103L-FAT-A1-2023-2024,01,sensor_noise
BHUM103L-FAT-A1-2023-2024/page_01_shadow.jpg,BHUM103L-FAT-A1-2023-2024,01,shadow
BHUM103L-FAT-A1-2023-2024/page_01_uneven_lighting.jpg,BHUM103L-FAT-A1-2023-2024,01,uneven_lighting
BHUM103L-FAT-B2-2024-2025/page_01_blur.jpg,BHUM103L-FAT-B2-2024-2025,01,blur
BHUM103L-FAT-B2-2024-2025/page_01_bright_light.jpg,BHUM103L-FAT-B2-2024-2025,01,bright_light
BHUM103L-FAT-B2-2024-2025/page_01_combined.jpg,BHUM103L-FAT-B2-2024-2025,01,combined
BHUM103L-FAT-B2-2024-2025/page_01_jpeg_compression.jpg,BHUM103L-FAT-B2-2024-2025,01,jpeg_compression
BHUM103L-FAT-B2-2024-2025/page_01_low_light.jpg,BHUM103L-FAT-B2-2024-2025,01,low_light
BHUM103L-FAT-B2-2024-2025/page_01_normal.jpg,BHUM103L-FAT-B2-2024-2025,01,normal
BHUM103L-FAT-B2-2024-2025/page_01_perspective.jpg,BHUM103L-FAT-B2-2024-2025,01,perspective
BHUM103L-FAT-B2-2024-2025/page_01_sensor_noise.jpg,BHUM103L-FAT-B2-2024-2025,01,sensor_noise
BHUM103L-FAT-B2-2024-2025/page_01_shadow.jpg,BHUM103L-FAT-B2-2024-2025,01,shadow
BHUM103L-FAT-B2-2024-2025/page_01_uneven_lighting.jpg,BHUM103L-FAT-B2-2024-2025,01,uneven_lighting
BHUM103L-FAT-B2-2024-2025/page_02_blur.jpg,BHUM103L-FAT-B2-2024-2025,02,blur
BHUM103L-FAT-B2-2024-2025/page_02_bright_light.jpg,BHUM103L-FAT-B2-2024-2025,02,bright_light
BHUM103L-FAT-B2-2024-2025/page_02_combined.jpg,BHUM103L-FAT-B2-2024-2025,02,combined
BHUM103L-FAT-B2-2024-2025/page_02_jpeg_compression.jpg,BHUM103L-FAT-B2-2024-2025,02,jpeg_compression
BHUM103L-FAT-B2-2024-2025/page_02_low_light.jpg,BHUM103L-FAT-B2-2024-2025,02,low_light
BHUM103L-FAT-B2-2024-2025/page_02_normal.jpg,BHUM103L-FAT-B2-2024-2025,02,normal
BHUM103L-FAT-B2-2024-2025/page_02_perspective.jpg,BHUM103L-FAT-B2-2024-2025,02,perspective
BHUM103L-FAT-B2-2024-2025/page_02_sensor_noise.jpg,BHUM103L-FAT-B2-2024-2025,02,sensor_noise
BHUM103L-FAT-B2-2024-2025/page_02_shadow.jpg,BHUM103L-FAT-B2-2024-2025,02,shadow
BHUM103L-FAT-B2-2024-2025/page_02_uneven_lighting.jpg,BHUM103L-FAT-B2-2024-2025,02,uneven_lighting
BHUM103L-FAT-G1-2024-2025/page_01_blur.jpg,BHUM103L-FAT-G1-2024-2025,01,blur
BHUM103L-FAT-G1-2024-2025/page_01_bright_light.jpg,BHUM103L-FAT-G1-2024-2025,01,bright_light
BHUM103L-FAT-G1-2024-2025/page_01_combined.jpg,BHUM103L-FAT-G1-2024-2025,01,combined
BHUM103L-FAT-G1-2024-2025/page_01_jpeg_compression.jpg,BHUM103L-FAT-G1-2024-2025,01,jpeg_compression
BHUM103L-FAT-G1-2024-2025/page_01_low_light.jpg,BHUM103L-FAT-G1-2024-2025,01,low_light
BHUM103L-FAT-G1-2024-2025/page_01_normal.jpg,BHUM103L-FAT-G1-2024-2025,01,normal
BHUM103L-FAT-G1-2024-2025/page_01_perspective.jpg,BHUM103L-FAT-G1-2024-2025,01,perspective
BHUM103L-FAT-G1-2024-2025/page_01_sensor_noise.jpg,BHUM103L-FAT-G1-2024-2025,01,sensor_noise
BHUM103L-FAT-G1-2024-2025/page_01_shadow.jpg,BHUM103L-FAT-G1-2024-2025,01,shadow
BHUM103L-FAT-G1-2024-2025/page_01_uneven_lighting.jpg,BHUM103L-FAT-G1-2024-2025,01,uneven_lighting
BHUM103L-FAT-G1-2024-2025/page_02_blur.jpg,BHUM103L-FAT-G1-2024-2025,02,blur
BHUM103L-FAT-G1-2024-2025/page_02_bright_light.jpg,BHUM103L-FAT-G1-2024-2025,02,bright_light
BHUM103L-FAT-G1-2024-2025/page_02_combined.jpg,BHUM103L-FAT-G1-2024-2025,02,combined
BHUM103L-FAT-G1-2024-2025/page_02_jpeg_compression.jpg,BHUM103L-FAT-G1-2024-2025,02,jpeg_compression
BHUM103L-FAT-G1-2024-2025/page_02_low_light.jpg,BHUM103L-FAT-G1-2024-2025,02,low_light
BHUM103L-FAT-G1-2024-2025/page_02_normal.jpg,BHUM103L-FAT-G1-2024-2025,02,normal
BHUM103L-FAT-G1-2024-2025/page_02_perspective.jpg,BHUM103L-FAT-G1-2024-2025,02,perspective
BHUM103L-FAT-G1-2024-2025/page_02_sensor_noise.jpg,BHUM103L-FAT-G1-2024-2025,02,sensor_noise
BHUM103L-FAT-G1-2024-2025/page_02_shadow.jpg,BHUM103L-FAT-G1-2024-2025,02,shadow
BHUM103L-FAT-G1-2024-2025/page_02_uneven_lighting.jpg,BHUM103L-FAT-G1-2024-2025,02,uneven_lighting
BHUM103L-FAT-G1-2025-2026/page_01_blur.jpg,BHUM103L-FAT-G1-2025-2026,01,blur
BHUM103L-FAT-G1-2025-2026/page_01_bright_light.jpg,BHUM103L-FAT-G1-2025-2026,01,bright_light
BHUM103L-FAT-G1-2025-2026/page_01_combined.jpg,BHUM103L-FAT-G1-2025-2026,01,combined
BHUM103L-FAT-G1-2025-2026/page_01_jpeg_compression.jpg,BHUM103L-FAT-G1-2025-2026,01,jpeg_compression
BHUM103L-FAT-G1-2025-2026/page_01_low_light.jpg,BHUM103L-FAT-G1-2025-2026,01,low_light
BHUM103L-FAT-G1-2025-2026/page_01_normal.jpg,BHUM103L-FAT-G1-2025-2026,01,normal
BHUM103L-FAT-G1-2025-2026/page_01_perspective.jpg,BHUM103L-FAT-G1-2025-2026,01,perspective
BHUM103L-FAT-G1-2025-2026/page_01_sensor_noise.jpg,BHUM103L-FAT-G1-2025-2026,01,sensor_noise
BHUM103L-FAT-G1-2025-2026/page_01_shadow.jpg,BHUM103L-FAT-G1-2025-2026,01,shadow
BHUM103L-FAT-G1-2025-2026/page_01_uneven_lighting.jpg,BHUM103L-FAT-G1-2025-2026,01,uneven_lighting
BHUM103L-FAT-G1-2025-2026/page_02_blur.jpg,BHUM103L-FAT-G1-2025-2026,02,blur
BHUM103L-FAT-G1-2025-2026/page_02_bright_light.jpg,BHUM103L-FAT-G1-2025-2026,02,bright_light
BHUM103L-FAT-G1-2025-2026/page_02_combined.jpg,BHUM103L-FAT-G1-2025-2026,02,combined
BHUM103L-FAT-G1-2025-2026/page_02_jpeg_compression.jpg,BHUM103L-FAT-G1-2025-2026,02,jpeg_compression
BHUM103L-FAT-G1-2025-2026/page_02_low_light.jpg,BHUM103L-FAT-G1-2025-2026,02,low_light
BHUM103L-FAT-G1-2025-2026/page_02_normal.jpg,BHUM103L-FAT-G1-2025-2026,02,normal
BHUM103L-FAT-G1-2025-2026/page_02_perspective.jpg,BHUM103L-FAT-G1-2025-2026,02,perspective
BHUM103L-FAT-G1-2025-2026/page_02_sensor_noise.jpg,BHUM103L-FAT-G1-2025-2026,02,sensor_noise
BHUM103L-FAT-G1-2025-2026/page_02_shadow.jpg,BHUM103L-FAT-G1-2025-2026,02,shadow
BHUM103L-FAT-G1-2025-2026/page_02_uneven_lighting.jpg,BHUM103L-FAT-G1-2025-2026,02,uneven_lighting
BHUM106L-CAT-1-B1-2024-2025/page_01_blur.jpg,BHUM106L-CAT-1-B1-2024-2025,01,blur
BHUM106L-CAT-1-B1-2024-2025/page_01_bright_light.jpg,BHUM106L-CAT-1-B1-2024-2025,01,bright_light
BHUM106L-CAT-1-B1-2024-2025/page_01_combined.jpg,BHUM106L-CAT-1-B1-2024-2025,01,combined
BHUM106L-CAT-1-B1-2024-2025/page_01_jpeg_compression.jpg,BHUM106L-CAT-1-B1-2024-2025,01,jpeg_compression
BHUM106L-CAT-1-B1-2024-2025/page_01_low_light.jpg,BHUM106L-CAT-1-B1-2024-2025,01,low_light
BHUM106L-CAT-1-B1-2024-2025/page_01_normal.jpg,BHUM106L-CAT-1-B1-2024-2025,01,normal
BHUM106L-CAT-1-B1-2024-2025/page_01_perspective.jpg,BHUM106L-CAT-1-B1-2024-2025,01,perspective
BHUM106L-CAT-1-B1-2024-2025/page_01_sensor_noise.jpg,BHUM106L-CAT-1-B1-2024-2025,01,sensor_noise
BHUM106L-CAT-1-B1-2024-2025/page_01_shadow.jpg,BHUM106L-CAT-1-B1-2024-2025,01,shadow
BHUM106L-CAT-1-B1-2024-2025/page_01_uneven_lighting.jpg,BHUM106L-CAT-1-B1-2024-2025,01,uneven_lighting
BHUM106L-CAT-1-C2-2024-2025/page_01_blur.jpg,BHUM106L-CAT-1-C2-2024-2025,01,blur
BHUM106L-CAT-1-C2-2024-2025/page_01_bright_light.jpg,BHUM106L-CAT-1-C2-2024-2025,01,bright_light
BHUM106L-CAT-1-C2-2024-2025/page_01_combined.jpg,BHUM106L-CAT-1-C2-2024-2025,01,combined
BHUM106L-CAT-1-C2-2024-2025/page_01_jpeg_compression.jpg,BHUM106L-CAT-1-C2-2024-2025,01,jpeg_compression
BHUM106L-CAT-1-C2-2024-2025/page_01_low_light.jpg,BHUM106L-CAT-1-C2-2024-2025,01,low_light
BHUM106L-CAT-1-C2-2024-2025/page_01_normal.jpg,BHUM106L-CAT-1-C2-2024-2025,01,normal
BHUM106L-CAT-1-C2-2024-2025/page_01_perspective.jpg,BHUM106L-CAT-1-C2-2024-2025,01,perspective
BHUM106L-CAT-1-C2-2024-2025/page_01_sensor_noise.jpg,BHUM106L-CAT-1-C2-2024-2025,01,sensor_noise
BHUM106L-CAT-1-C2-2024-2025/page_01_shadow.jpg,BHUM106L-CAT-1-C2-2024-2025,01,shadow
BHUM106L-CAT-1-C2-2024-2025/page_01_uneven_lighting.jpg,BHUM106L-CAT-1-C2-2024-2025,01,uneven_lighting
BHUM106L-FAT-C1-2025-2026/page_01_blur.jpg,BHUM106L-FAT-C1-2025-2026,01,blur
BHUM106L-FAT-C1-2025-2026/page_01_bright_light.jpg,BHUM106L-FAT-C1-2025-2026,01,bright_light
BHUM106L-FAT-C1-2025-2026/page_01_combined.jpg,BHUM106L-FAT-C1-2025-2026,01,combined
BHUM106L-FAT-C1-2025-2026/page_01_jpeg_compression.jpg,BHUM106L-FAT-C1-2025-2026,01,jpeg_compression
BHUM106L-FAT-C1-2025-2026/page_01_low_light.jpg,BHUM106L-FAT-C1-2025-2026,01,low_light
BHUM106L-FAT-C1-2025-2026/page_01_normal.jpg,BHUM106L-FAT-C1-2025-2026,01,normal
BHUM106L-FAT-C1-2025-2026/page_01_perspective.jpg,BHUM106L-FAT-C1-2025-2026,01,perspective
BHUM106L-FAT-C1-2025-2026/page_01_sensor_noise.jpg,BHUM106L-FAT-C1-2025-2026,01,sensor_noise
BHUM106L-FAT-C1-2025-2026/page_01_shadow.jpg,BHUM106L-FAT-C1-2025-2026,01,shadow
BHUM106L-FAT-C1-2025-2026/page_01_uneven_lighting.jpg,BHUM106L-FAT-C1-2025-2026,01,uneven_lighting
BITE402L-CAT-1-A1-2025-2026/page_01_blur.jpg,BITE402L-CAT-1-A1-2025-2026,01,blur
BITE402L-CAT-1-A1-2025-2026/page_01_bright_light.jpg,BITE402L-CAT-1-A1-2025-2026,01,bright_light
BITE402L-CAT-1-A1-2025-2026/page_01_combined.jpg,BITE402L-CAT-1-A1-2025-2026,01,combined
BITE402L-CAT-1-A1-2025-2026/page_01_jpeg_compression.jpg,BITE402L-CAT-1-A1-2025-2026,01,jpeg_compression
BITE402L-CAT-1-A1-2025-2026/page_01_low_light.jpg,BITE402L-CAT-1-A1-2025-2026,01,low_light
BITE402L-CAT-1-A1-2025-2026/page_01_normal.jpg,BITE402L-CAT-1-A1-2025-2026,01,normal
BITE402L-CAT-1-A1-2025-2026/page_01_perspective.jpg,BITE402L-CAT-1-A1-2025-2026,01,perspective
BITE402L-CAT-1-A1-2025-2026/page_01_sensor_noise.jpg,BITE402L-CAT-1-A1-2025-2026,01,sensor_noise
BITE402L-CAT-1-A1-2025-2026/page_01_shadow.jpg,BITE402L-CAT-1-A1-2025-2026,01,shadow
